Total_Weight,Planet_Gears,Input_Shaft,Output_Shaft,Housing,Ring_Gear,Sun_Gear,Carrier,Bearings,Seals
66,13.2,6.6,6.6,13.2,9.9,7.9,5.3,4.6,2
70,14,7,7,14,10.5,8.4,5.6,4.9,2.1
28,5.6,2.8,2.8,5.6,4.2,3.4,2.2,2,0.8
93,18.6,9.3,9.3,18.6,14,11.2,7.4,6.5,2.8
26,5.2,2.6,2.6,5.2,3.9,3.1,2.1,1.8,0.8
25,5,2.5,2.5,5,3.8,3,2,1.8,0.8
12,2.4,1.2,1.2,2.4,1.8,1.4,1,0.8,0.4
5,1,0.5,0.5,1,0.8,0.6,0.4,0.4,0.2
98,19.6,9.8,9.8,19.6,14.7,11.8,7.8,6.9,2.9
48,9.6,4.8,4.8,9.6,7.2,5.8,3.8,3.4,1.4
37,7.4,3.7,3.7,7.4,5.6,4.4,3,2.6,1.1
79,15.8,7.9,7.9,15.8,11.8,9.5,6.3,5.5,2.4
44,8.8,4.4,4.4,8.8,6.6,5.3,3.5,3.1,1.3
100,20,10,10,20,15,12,8,7,3
15,3,1.5,1.5,3,2.2,1.8,1.2,1,0.4
43,8.6,4.3,4.3,8.6,6.4,5.2,3.4,3,1.3
48,9.6,4.8,4.8,9.6,7.2,5.8,3.8,3.4,1.4
87,17.4,8.7,8.7,17.4,13,10.4,7,6.1,2.6
70,14,7,7,14,10.5,8.4,5.6,4.9,2.1
46,9.2,4.6,4.6,9.2,6.9,5.5,3.7,3.2,1.4
43,8.6,4.3,4.3,8.6,6.4,5.2,3.4,3,1.3
21,4.2,2.1,2.1,4.2,3.2,2.5,1.7,1.5,0.6
23,4.6,2.3,2.3,4.6,3.4,2.8,1.8,1.6,0.7
80,16,8,8,16,12,9.6,6.4,5.6,2.4
47,9.4,4.7,4.7,9.4,7,5.6,3.8,3.3,1.4
15,3,1.5,1.5,3,2.2,1.8,1.2,1,0.4
25,5,2.5,2.5,5,3.8,3,2,1.8,0.8
36,7.2,3.6,3.6,7.2,5.4,4.3,2.9,2.5,1.1
75,15,7.5,7.5,15,11.2,9,6,5.3,2.2
51,10.2,5.1,5.1,10.2,7.6,6.1,4.1,3.6,1.5
15,3,1.5,1.5,3,2.2,1.8,1.2,1,0.4
68,13.6,6.8,6.8,13.6,10.2,8.2,5.4,4.8,2
21,4.2,2.1,2.1,4.2,3.2,2.5,1.7,1.5,0.6
13,2.6,1.3,1.3,2.6,2,1.6,1,0.9,0.4
86,17.2,8.6,8.6,17.2,12.9,10.3,6.9,6,2.6
19,3.8,1.9,1.9,3.8,2.8,2.3,1.5,1.3,0.6
34,6.8,3.4,3.4,6.8,5.1,4.1,2.7,2.4,1
78,15.6,7.8,7.8,15.6,11.7,9.4,6.2,5.5,2.3
68,13.6,6.8,6.8,13.6,10.2,8.2,5.4,4.8,2
52,10.4,5.2,5.2,10.4,7.8,6.2,4.2,3.6,1.6
27,5.4,2.7,2.7,5.4,4,3.2,2.2,1.9,0.8
29,5.8,2.9,2.9,5.8,4.4,3.5,2.3,2,0.9
28,5.6,2.8,2.8,5.6,4.2,3.4,2.2,2,0.8
35,7,3.5,3.5,7,5.2,4.2,2.8,2.4,1
8,1.6,0.8,0.8,1.6,1.2,1,0.6,0.6,0.2
16,3.2,1.6,1.6,3.2,2.4,1.9,1.3,1.1,0.5
36,7.2,3.6,3.6,7.2,5.4,4.3,2.9,2.5,1.1
30,6,3,3,6,4.5,3.6,2.4,2.1,0.9
18,3.6,1.8,1.8,3.6,2.7,2.2,1.4,1.3,0.5
2,0.4,0.2,0.2,0.4,0.3,0.2,0.2,0.1,0.1
49,9.8,4.9,4.9,9.8,7.4,5.9,3.9,3.4,1.5
77,15.4,7.7,7.7,15.4,11.5,9.2,6.2,5.4,2.3
4,0.8,0.4,0.4,0.8,0.6,0.5,0.3,0.3,0.1
90,18,9,9,18,13.5,10.8,7.2,6.3,2.7
89,17.8,8.9,8.9,17.8,13.4,10.7,7.1,6.2,2.7
94,18.8,9.4,9.4,18.8,14.1,11.3,7.5,6.6,2.8
75,15,7.5,7.5,15,11.2,9,6,5.3,2.2
7,1.4,0.7,0.7,1.4,1,0.8,0.6,0.5,0.2
95,19,9.5,9.5,19,14.2,11.4,7.6,6.6,2.8
74,14.8,7.4,7.4,14.8,11.1,8.9,5.9,5.2,2.2
39,7.8,3.9,3.9,7.8,5.8,4.7,3.1,2.7,1.2
13,2.6,1.3,1.3,2.6,2,1.6,1,0.9,0.4
31,6.2,3.1,3.1,6.2,4.6,3.7,2.5,2.2,0.9
71,14.2,7.1,7.1,14.2,10.6,8.5,5.7,5,2.1
63,12.6,6.3,6.3,12.6,9.4,7.6,5,4.4,1.9
56,11.2,5.6,5.6,11.2,8.4,6.7,4.5,3.9,1.7
42,8.4,4.2,4.2,8.4,6.3,5,3.4,2.9,1.3
61,12.2,6.1,6.1,12.2,9.2,7.3,4.9,4.3,1.8
42,8.4,4.2,4.2,8.4,6.3,5,3.4,2.9,1.3
56,11.2,5.6,5.6,11.2,8.4,6.7,4.5,3.9,1.7
36,7.2,3.6,3.6,7.2,5.4,4.3,2.9,2.5,1.1
84,16.8,8.4,8.4,16.8,12.6,10.1,6.7,5.9,2.5
68,13.6,6.8,6.8,13.6,10.2,8.2,5.4,4.8,2
7,1.4,0.7,0.7,1.4,1,0.8,0.6,0.5,0.2
54,10.8,5.4,5.4,10.8,8.1,6.5,4.3,3.8,1.6
1,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0
44,8.8,4.4,4.4,8.8,6.6,5.3,3.5,3.1,1.3
45,9,4.5,4.5,9,6.8,5.4,3.6,3.2,1.3
47,9.4,4.7,4.7,9.4,7,5.6,3.8,3.3,1.4
13,2.6,1.3,1.3,2.6,2,1.6,1,0.9,0.4
22,4.4,2.2,2.2,4.4,3.3,2.6,1.8,1.5,0.7
21,4.2,2.1,2.1,4.2,3.2,2.5,1.7,1.5,0.6
86,17.2,8.6,8.6,17.2,12.9,10.3,6.9,6,2.6
92,18.4,9.2,9.2,18.4,13.8,11,7.4,6.4,2.8
9,1.8,0.9,0.9,1.8,1.3,1.1,0.7,0.6,0.3
26,5.2,2.6,2.6,5.2,3.9,3.1,2.1,1.8,0.8
9,1.8,0.9,0.9,1.8,1.3,1.1,0.7,0.6,0.3
15,3,1.5,1.5,3,2.2,1.8,1.2,1,0.4
10,2,1,1,2,1.5,1.2,0.8,0.7,0.3
88,17.6,8.8,8.8,17.6,13.2,10.6,7,6.2,2.6
42,8.4,4.2,4.2,8.4,6.3,5,3.4,2.9,1.3
72,14.4,7.2,7.2,14.4,10.8,8.6,5.8,5,2.2
24,4.8,2.4,2.4,4.8,3.6,2.9,1.9,1.7,0.7
80,16,8,8,16,12,9.6,6.4,5.6,2.4
49,9.8,4.9,4.9,9.8,7.4,5.9,3.9,3.4,1.5
26,5.2,2.6,2.6,5.2,3.9,3.1,2.1,1.8,0.8
91,18.2,9.1,9.1,18.2,13.6,10.9,7.3,6.4,2.7
37,7.4,3.7,3.7,7.4,5.6,4.4,3,2.6,1.1
68,13.6,6.8,6.8,13.6,10.2,8.2,5.4,4.8,2
50,10,5,5,10,7.5,6,4,3.5,1.5
24,4.8,2.4,2.4,4.8,3.6,2.9,1.9,1.7,0.7
19,3.8,1.9,1.9,3.8,2.8,2.3,1.5,1.3,0.6
100,20,10,10,20,15,12,8,7,3
60,12,6,6,12,9,7.2,4.8,4.2,1.8
39,7.8,3.9,3.9,7.8,5.8,4.7,3.1,2.7,1.2
74,14.8,7.4,7.4,14.8,11.1,8.9,5.9,5.2,2.2
89,17.8,8.9,8.9,17.8,13.4,10.7,7.1,6.2,2.7
18,3.6,1.8,1.8,3.6,2.7,2.2,1.4,1.3,0.5
19,3.8,1.9,1.9,3.8,2.8,2.3,1.5,1.3,0.6
36,7.2,3.6,3.6,7.2,5.4,4.3,2.9,2.5,1.1
74,14.8,7.4,7.4,14.8,11.1,8.9,5.9,5.2,2.2
97,19.4,9.7,9.7,19.4,14.6,11.6,7.8,6.8,2.9
55,11,5.5,5.5,11,8.2,6.6,4.4,3.9,1.6
69,13.8,6.9,6.9,13.8,10.4,8.3,5.5,4.8,2.1
47,9.4,4.7,4.7,9.4,7,5.6,3.8,3.3,1.4
49,9.8,4.9,4.9,9.8,7.4,5.9,3.9,3.4,1.5
99,19.8,9.9,9.9,19.8,14.8,11.9,7.9,6.9,3
98,19.6,9.8,9.8,19.6,14.7,11.8,7.8,6.9,2.9
33,6.6,3.3,3.3,6.6,5,4,2.6,2.3,1
21,4.2,2.1,2.1,4.2,3.2,2.5,1.7,1.5,0.6
81,16.2,8.1,8.1,16.2,12.2,9.7,6.5,5.7,2.4
22,4.4,2.2,2.2,4.4,3.3,2.6,1.8,1.5,0.7
48,9.6,4.8,4.8,9.6,7.2,5.8,3.8,3.4,1.4
37,7.4,3.7,3.7,7.4,5.6,4.4,3,2.6,1.1
15,3,1.5,1.5,3,2.2,1.8,1.2,1,0.4
35,7,3.5,3.5,7,5.2,4.2,2.8,2.4,1
92,18.4,9.2,9.2,18.4,13.8,11,7.4,6.4,2.8
71,14.2,7.1,7.1,14.2,10.6,8.5,5.7,5,2.1
32,6.4,3.2,3.2,6.4,4.8,3.8,2.6,2.2,1
11,2.2,1.1,1.1,2.2,1.6,1.3,0.9,0.8,0.3
10,2,1,1,2,1.5,1.2,0.8,0.7,0.3
73,14.6,7.3,7.3,14.6,11,8.8,5.8,5.1,2.2
78,15.6,7.8,7.8,15.6,11.7,9.4,6.2,5.5,2.3
77,15.4,7.7,7.7,15.4,11.5,9.2,6.2,5.4,2.3
57,11.4,5.7,5.7,11.4,8.5,6.8,4.6,4,1.7
25,5,2.5,2.5,5,3.8,3,2,1.8,0.8
2,0.4,0.2,0.2,0.4,0.3,0.2,0.2,0.1,0.1
64,12.8,6.4,6.4,12.8,9.6,7.7,5.1,4.5,1.9
35,7,3.5,3.5,7,5.2,4.2,2.8,2.4,1
7,1.4,0.7,0.7,1.4,1,0.8,0.6,0.5,0.2
85,17,8.5,8.5,17,12.8,10.2,6.8,6,2.6
18,3.6,1.8,1.8,3.6,2.7,2.2,1.4,1.3,0.5
67,13.4,6.7,6.7,13.4,10,8,5.4,4.7,2
42,8.4,4.2,4.2,8.4,6.3,5,3.4,2.9,1.3
39,7.8,3.9,3.9,7.8,5.8,4.7,3.1,2.7,1.2
41,8.2,4.1,4.1,8.2,6.1,4.9,3.3,2.9,1.2
75,15,7.5,7.5,15,11.2,9,6,5.3,2.2
24,4.8,2.4,2.4,4.8,3.6,2.9,1.9,1.7,0.7
60,12,6,6,12,9,7.2,4.8,4.2,1.8
46,9.2,4.6,4.6,9.2,6.9,5.5,3.7,3.2,1.4
19,3.8,1.9,1.9,3.8,2.8,2.3,1.5,1.3,0.6
68,13.6,6.8,6.8,13.6,10.2,8.2,5.4,4.8,2
90,18,9,9,18,13.5,10.8,7.2,6.3,2.7
42,8.4,4.2,4.2,8.4,6.3,5,3.4,2.9,1.3
32,6.4,3.2,3.2,6.4,4.8,3.8,2.6,2.2,1
39,7.8,3.9,3.9,7.8,5.8,4.7,3.1,2.7,1.2
36,7.2,3.6,3.6,7.2,5.4,4.3,2.9,2.5,1.1
97,19.4,9.7,9.7,19.4,14.6,11.6,7.8,6.8,2.9
36,7.2,3.6,3.6,7.2,5.4,4.3,2.9,2.5,1.1
3,0.6,0.3,0.3,0.6,0.4,0.4,0.2,0.2,0.1
73,14.6,7.3,7.3,14.6,11,8.8,5.8,5.1,2.2
8,1.6,0.8,0.8,1.6,1.2,1,0.6,0.6,0.2
97,19.4,9.7,9.7,19.4,14.6,11.6,7.8,6.8,2.9
70,14,7,7,14,10.5,8.4,5.6,4.9,2.1
41,8.2,4.1,4.1,8.2,6.1,4.9,3.3,2.9,1.2
68,13.6,6.8,6.8,13.6,10.2,8.2,5.4,4.8,2
13,2.6,1.3,1.3,2.6,2,1.6,1,0.9,0.4
49,9.8,4.9,4.9,9.8,7.4,5.9,3.9,3.4,1.5
60,12,6,6,12,9,7.2,4.8,4.2,1.8
2,0.4,0.2,0.2,0.4,0.3,0.2,0.2,0.1,0.1
60,12,6,6,12,9,7.2,4.8,4.2,1.8
5,1,0.5,0.5,1,0.8,0.6,0.4,0.4,0.2
44,8.8,4.4,4.4,8.8,6.6,5.3,3.5,3.1,1.3
27,5.4,2.7,2.7,5.4,4,3.2,2.2,1.9,0.8
32,6.4,3.2,3.2,6.4,4.8,3.8,2.6,2.2,1
21,4.2,2.1,2.1,4.2,3.2,2.5,1.7,1.5,0.6
8,1.6,0.8,0.8,1.6,1.2,1,0.6,0.6,0.2
72,14.4,7.2,7.2,14.4,10.8,8.6,5.8,5,2.2
50,10,5,5,10,7.5,6,4,3.5,1.5
67,13.4,6.7,6.7,13.4,10,8,5.4,4.7,2
44,8.8,4.4,4.4,8.8,6.6,5.3,3.5,3.1,1.3
58,11.6,5.8,5.8,11.6,8.7,7,4.6,4.1,1.7
3,0.6,0.3,0.3,0.6,0.4,0.4,0.2,0.2,0.1
86,17.2,8.6,8.6,17.2,12.9,10.3,6.9,6,2.6
70,14,7,7,14,10.5,8.4,5.6,4.9,2.1
2,0.4,0.2,0.2,0.4,0.3,0.2,0.2,0.1,0.1
87,17.4,8.7,8.7,17.4,13,10.4,7,6.1,2.6
44,8.8,4.4,4.4,8.8,6.6,5.3,3.5,3.1,1.3
2,0.4,0.2,0.2,0.4,0.3,0.2,0.2,0.1,0.1
81,16.2,8.1,8.1,16.2,12.2,9.7,6.5,5.7,2.4
35,7,3.5,3.5,7,5.2,4.2,2.8,2.4,1
98,19.6,9.8,9.8,19.6,14.7,11.8,7.8,6.9,2.9
87,17.4,8.7,8.7,17.4,13,10.4,7,6.1,2.6
30,6,3,3,6,4.5,3.6,2.4,2.1,0.9
8,1.6,0.8,0.8,1.6,1.2,1,0.6,0.6,0.2
22,4.4,2.2,2.2,4.4,3.3,2.6,1.8,1.5,0.7
44,8.8,4.4,4.4,8.8,6.6,5.3,3.5,3.1,1.3
58,11.6,5.8,5.8,11.6,8.7,7,4.6,4.1,1.7
36,7.2,3.6,3.6,7.2,5.4,4.3,2.9,2.5,1.1
69,13.8,6.9,6.9,13.8,10.4,8.3,5.5,4.8,2.1
77,15.4,7.7,7.7,15.4,11.5,9.2,6.2,5.4,2.3
93,18.6,9.3,9.3,18.6,14,11.2,7.4,6.5,2.8
31,6.2,3.1,3.1,6.2,4.6,3.7,2.5,2.2,0.9
47,9.4,4.7,4.7,9.4,7,5.6,3.8,3.3,1.4
55,11,5.5,5.5,11,8.2,6.6,4.4,3.9,1.6
80,16,8,8,16,12,9.6,6.4,5.6,2.4
62,12.4,6.2,6.2,12.4,9.3,7.4,5,4.3,1.9
30,6,3,3,6,4.5,3.6,2.4,2.1,0.9
55,11,5.5,5.5,11,8.2,6.6,4.4,3.9,1.6
16,3.2,1.6,1.6,3.2,2.4,1.9,1.3,1.1,0.5
12,2.4,1.2,1.2,2.4,1.8,1.4,1,0.8,0.4
17,3.4,1.7,1.7,3.4,2.6,2,1.4,1.2,0.5
16,3.2,1.6,1.6,3.2,2.4,1.9,1.3,1.1,0.5
12,2.4,1.2,1.2,2.4,1.8,1.4,1,0.8,0.4
8,1.6,0.8,0.8,1.6,1.2,1,0.6,0.6,0.2
84,16.8,8.4,8.4,16.8,12.6,10.1,6.7,5.9,2.5
3,0.6,0.3,0.3,0.6,0.4,0.4,0.2,0.2,0.1
16,3.2,1.6,1.6,3.2,2.4,1.9,1.3,1.1,0.5
30,6,3,3,6,4.5,3.6,2.4,2.1,0.9
23,4.6,2.3,2.3,4.6,3.4,2.8,1.8,1.6,0.7
92,18.4,9.2,9.2,18.4,13.8,11,7.4,6.4,2.8
5,1,0.5,0.5,1,0.8,0.6,0.4,0.4,0.2
84,16.8,8.4,8.4,16.8,12.6,10.1,6.7,5.9,2.5
65,13,6.5,6.5,13,9.8,7.8,5.2,4.6,2
30,6,3,3,6,4.5,3.6,2.4,2.1,0.9
21,4.2,2.1,2.1,4.2,3.2,2.5,1.7,1.5,0.6
84,16.8,8.4,8.4,16.8,12.6,10.1,6.7,5.9,2.5
70,14,7,7,14,10.5,8.4,5.6,4.9,2.1
22,4.4,2.2,2.2,4.4,3.3,2.6,1.8,1.5,0.7
82,16.4,8.2,8.2,16.4,12.3,9.8,6.6,5.7,2.5
72,14.4,7.2,7.2,14.4,10.8,8.6,5.8,5,2.2
32,6.4,3.2,3.2,6.4,4.8,3.8,2.6,2.2,1
33,6.6,3.3,3.3,6.6,5,4,2.6,2.3,1
16,3.2,1.6,1.6,3.2,2.4,1.9,1.3,1.1,0.5
76,15.2,7.6,7.6,15.2,11.4,9.1,6.1,5.3,2.3
38,7.6,3.8,3.8,7.6,5.7,4.6,3,2.7,1.1
98,19.6,9.8,9.8,19.6,14.7,11.8,7.8,6.9,2.9
14,2.8,1.4,1.4,2.8,2.1,1.7,1.1,1,0.4
36,7.2,3.6,3.6,7.2,5.4,4.3,2.9,2.5,1.1
97,19.4,9.7,9.7,19.4,14.6,11.6,7.8,6.8,2.9
23,4.6,2.3,2.3,4.6,3.4,2.8,1.8,1.6,0.7
66,13.2,6.6,6.6,13.2,9.9,7.9,5.3,4.6,2
85,17,8.5,8.5,17,12.8,10.2,6.8,6,2.6
2,0.4,0.2,0.2,0.4,0.3,0.2,0.2,0.1,0.1
91,18.2,9.1,9.1,18.2,13.6,10.9,7.3,6.4,2.7
73,14.6,7.3,7.3,14.6,11,8.8,5.8,5.1,2.2
65,13,6.5,6.5,13,9.8,7.8,5.2,4.6,2
75,15,7.5,7.5,15,11.2,9,6,5.3,2.2
67,13.4,6.7,6.7,13.4,10,8,5.4,4.7,2
52,10.4,5.2,5.2,10.4,7.8,6.2,4.2,3.6,1.6
62,12.4,6.2,6.2,12.4,9.3,7.4,5,4.3,1.9
23,4.6,2.3,2.3,4.6,3.4,2.8,1.8,1.6,0.7
26,5.2,2.6,2.6,5.2,3.9,3.1,2.1,1.8,0.8
68,13.6,6.8,6.8,13.6,10.2,8.2,5.4,4.8,2
82,16.4,8.2,8.2,16.4,12.3,9.8,6.6,5.7,2.5
55,11,5.5,5.5,11,8.2,6.6,4.4,3.9,1.6
6,1.2,0.6,0.6,1.2,0.9,0.7,0.5,0.4,0.2
35,7,3.5,3.5,7,5.2,4.2,2.8,2.4,1
22,4.4,2.2,2.2,4.4,3.3,2.6,1.8,1.5,0.7
43,8.6,4.3,4.3,8.6,6.4,5.2,3.4,3,1.3
15,3,1.5,1.5,3,2.2,1.8,1.2,1,0.4
86,17.2,8.6,8.6,17.2,12.9,10.3,6.9,6,2.6
60,12,6,6,12,9,7.2,4.8,4.2,1.8
12,2.4,1.2,1.2,2.4,1.8,1.4,1,0.8,0.4
49,9.8,4.9,4.9,9.8,7.4,5.9,3.9,3.4,1.5
42,8.4,4.2,4.2,8.4,6.3,5,3.4,2.9,1.3
38,7.6,3.8,3.8,7.6,5.7,4.6,3,2.7,1.1
82,16.4,8.2,8.2,16.4,12.3,9.8,6.6,5.7,2.5
45,9,4.5,4.5,9,6.8,5.4,3.6,3.2,1.3
35,7,3.5,3.5,7,5.2,4.2,2.8,2.4,1
30,6,3,3,6,4.5,3.6,2.4,2.1,0.9
88,17.6,8.8,8.8,17.6,13.2,10.6,7,6.2,2.6
30,6,3,3,6,4.5,3.6,2.4,2.1,0.9
78,15.6,7.8,7.8,15.6,11.7,9.4,6.2,5.5,2.3
6,1.2,0.6,0.6,1.2,0.9,0.7,0.5,0.4,0.2
67,13.4,6.7,6.7,13.4,10,8,5.4,4.7,2
80,16,8,8,16,12,9.6,6.4,5.6,2.4
7,1.4,0.7,0.7,1.4,1,0.8,0.6,0.5,0.2
52,10.4,5.2,5.2,10.4,7.8,6.2,4.2,3.6,1.6
14,2.8,1.4,1.4,2.8,2.1,1.7,1.1,1,0.4
73,14.6,7.3,7.3,14.6,11,8.8,5.8,5.1,2.2
15,3,1.5,1.5,3,2.2,1.8,1.2,1,0.4
21,4.2,2.1,2.1,4.2,3.2,2.5,1.7,1.5,0.6
35,7,3.5,3.5,7,5.2,4.2,2.8,2.4,1
66,13.2,6.6,6.6,13.2,9.9,7.9,5.3,4.6,2
91,18.2,9.1,9.1,18.2,13.6,10.9,7.3,6.4,2.7
2,0.4,0.2,0.2,0.4,0.3,0.2,0.2,0.1,0.1
35,7,3.5,3.5,7,5.2,4.2,2.8,2.4,1
82,16.4,8.2,8.2,16.4,12.3,9.8,6.6,5.7,2.5
78,15.6,7.8,7.8,15.6,11.7,9.4,6.2,5.5,2.3
20,4,2,2,4,3,2.4,1.6,1.4,0.6
82,16.4,8.2,8.2,16.4,12.3,9.8,6.6,5.7,2.5
10,2,1,1,2,1.5,1.2,0.8,0.7,0.3
25,5,2.5,2.5,5,3.8,3,2,1.8,0.8
66,13.2,6.6,6.6,13.2,9.9,7.9,5.3,4.6,2
25,5,2.5,2.5,5,3.8,3,2,1.8,0.8
54,10.8,5.4,5.4,10.8,8.1,6.5,4.3,3.8,1.6
33,6.6,3.3,3.3,6.6,5,4,2.6,2.3,1
36,7.2,3.6,3.6,7.2,5.4,4.3,2.9,2.5,1.1
95,19,9.5,9.5,19,14.2,11.4,7.6,6.6,2.8
14,2.8,1.4,1.4,2.8,2.1,1.7,1.1,1,0.4
65,13,6.5,6.5,13,9.8,7.8,5.2,4.6,2
80,16,8,8,16,12,9.6,6.4,5.6,2.4
54,10.8,5.4,5.4,10.8,8.1,6.5,4.3,3.8,1.6
52,10.4,5.2,5.2,10.4,7.8,6.2,4.2,3.6,1.6
3,0.6,0.3,0.3,0.6,0.4,0.4,0.2,0.2,0.1
99,19.8,9.9,9.9,19.8,14.8,11.9,7.9,6.9,3
41,8.2,4.1,4.1,8.2,6.1,4.9,3.3,2.9,1.2
6,1.2,0.6,0.6,1.2,0.9,0.7,0.5,0.4,0.2
25,5,2.5,2.5,5,3.8,3,2,1.8,0.8
13,2.6,1.3,1.3,2.6,2,1.6,1,0.9,0.4
98,19.6,9.8,9.8,19.6,14.7,11.8,7.8,6.9,2.9
8,1.6,0.8,0.8,1.6,1.2,1,0.6,0.6,0.2
21,4.2,2.1,2.1,4.2,3.2,2.5,1.7,1.5,0.6
98,19.6,9.8,9.8,19.6,14.7,11.8,7.8,6.9,2.9
68,13.6,6.8,6.8,13.6,10.2,8.2,5.4,4.8,2
25,5,2.5,2.5,5,3.8,3,2,1.8,0.8
79,15.8,7.9,7.9,15.8,11.8,9.5,6.3,5.5,2.4
68,13.6,6.8,6.8,13.6,10.2,8.2,5.4,4.8,2
45,9,4.5,4.5,9,6.8,5.4,3.6,3.2,1.3
60,12,6,6,12,9,7.2,4.8,4.2,1.8
12,2.4,1.2,1.2,2.4,1.8,1.4,1,0.8,0.4
32,6.4,3.2,3.2,6.4,4.8,3.8,2.6,2.2,1
96,19.2,9.6,9.6,19.2,14.4,11.5,7.7,6.7,2.9
92,18.4,9.2,9.2,18.4,13.8,11,7.4,6.4,2.8
13,2.6,1.3,1.3,2.6,2,1.6,1,0.9,0.4
31,6.2,3.1,3.1,6.2,4.6,3.7,2.5,2.2,0.9
78,15.6,7.8,7.8,15.6,11.7,9.4,6.2,5.5,2.3
20,4,2,2,4,3,2.4,1.6,1.4,0.6
18,3.6,1.8,1.8,3.6,2.7,2.2,1.4,1.3,0.5
93,18.6,9.3,9.3,18.6,14,11.2,7.4,6.5,2.8
60,12,6,6,12,9,7.2,4.8,4.2,1.8
63,12.6,6.3,6.3,12.6,9.4,7.6,5,4.4,1.9
6,1.2,0.6,0.6,1.2,0.9,0.7,0.5,0.4,0.2
32,6.4,3.2,3.2,6.4,4.8,3.8,2.6,2.2,1
93,18.6,9.3,9.3,18.6,14,11.2,7.4,6.5,2.8
43,8.6,4.3,4.3,8.6,6.4,5.2,3.4,3,1.3
2,0.4,0.2,0.2,0.4,0.3,0.2,0.2,0.1,0.1
60,12,6,6,12,9,7.2,4.8,4.2,1.8
23,4.6,2.3,2.3,4.6,3.4,2.8,1.8,1.6,0.7
83,16.6,8.3,8.3,16.6,12.4,10,6.6,5.8,2.5
31,6.2,3.1,3.1,6.2,4.6,3.7,2.5,2.2,0.9
5,1,0.5,0.5,1,0.8,0.6,0.4,0.4,0.2
83,16.6,8.3,8.3,16.6,12.4,10,6.6,5.8,2.5
34,6.8,3.4,3.4,6.8,5.1,4.1,2.7,2.4,1
10,2,1,1,2,1.5,1.2,0.8,0.7,0.3
89,17.8,8.9,8.9,17.8,13.4,10.7,7.1,6.2,2.7
2,0.4,0.2,0.2,0.4,0.3,0.2,0.2,0.1,0.1
11,2.2,1.1,1.1,2.2,1.6,1.3,0.9,0.8,0.3
50,10,5,5,10,7.5,6,4,3.5,1.5
31,6.2,3.1,3.1,6.2,4.6,3.7,2.5,2.2,0.9
56,11.2,5.6,5.6,11.2,8.4,6.7,4.5,3.9,1.7
79,15.8,7.9,7.9,15.8,11.8,9.5,6.3,5.5,2.4
73,14.6,7.3,7.3,14.6,11,8.8,5.8,5.1,2.2
87,17.4,8.7,8.7,17.4,13,10.4,7,6.1,2.6
83,16.6,8.3,8.3,16.6,12.4,10,6.6,5.8,2.5
9,1.8,0.9,0.9,1.8,1.3,1.1,0.7,0.6,0.3
99,19.8,9.9,9.9,19.8,14.8,11.9,7.9,6.9,3
21,4.2,2.1,2.1,4.2,3.2,2.5,1.7,1.5,0.6
73,14.6,7.3,7.3,14.6,11,8.8,5.8,5.1,2.2
28,5.6,2.8,2.8,5.6,4.2,3.4,2.2,2,0.8
62,12.4,6.2,6.2,12.4,9.3,7.4,5,4.3,1.9
7,1.4,0.7,0.7,1.4,1,0.8,0.6,0.5,0.2
80,16,8,8,16,12,9.6,6.4,5.6,2.4
16,3.2,1.6,1.6,3.2,2.4,1.9,1.3,1.1,0.5
97,19.4,9.7,9.7,19.4,14.6,11.6,7.8,6.8,2.9
4,0.8,0.4,0.4,0.8,0.6,0.5,0.3,0.3,0.1
4,0.8,0.4,0.4,0.8,0.6,0.5,0.3,0.3,0.1
40,8,4,4,8,6,4.8,3.2,2.8,1.2
17,3.4,1.7,1.7,3.4,2.6,2,1.4,1.2,0.5
52,10.4,5.2,5.2,10.4,7.8,6.2,4.2,3.6,1.6
93,18.6,9.3,9.3,18.6,14,11.2,7.4,6.5,2.8
52,10.4,5.2,5.2,10.4,7.8,6.2,4.2,3.6,1.6
36,7.2,3.6,3.6,7.2,5.4,4.3,2.9,2.5,1.1
38,7.6,3.8,3.8,7.6,5.7,4.6,3,2.7,1.1
50,10,5,5,10,7.5,6,4,3.5,1.5
63,12.6,6.3,6.3,12.6,9.4,7.6,5,4.4,1.9
63,12.6,6.3,6.3,12.6,9.4,7.6,5,4.4,1.9
62,12.4,6.2,6.2,12.4,9.3,7.4,5,4.3,1.9
99,19.8,9.9,9.9,19.8,14.8,11.9,7.9,6.9,3
7,1.4,0.7,0.7,1.4,1,0.8,0.6,0.5,0.2
27,5.4,2.7,2.7,5.4,4,3.2,2.2,1.9,0.8
92,18.4,9.2,9.2,18.4,13.8,11,7.4,6.4,2.8
86,17.2,8.6,8.6,17.2,12.9,10.3,6.9,6,2.6
14,2.8,1.4,1.4,2.8,2.1,1.7,1.1,1,0.4
71,14.2,7.1,7.1,14.2,10.6,8.5,5.7,5,2.1
86,17.2,8.6,8.6,17.2,12.9,10.3,6.9,6,2.6
5,1,0.5,0.5,1,0.8,0.6,0.4,0.4,0.2
55,11,5.5,5.5,11,8.2,6.6,4.4,3.9,1.6
2,0.4,0.2,0.2,0.4,0.3,0.2,0.2,0.1,0.1
62,12.4,6.2,6.2,12.4,9.3,7.4,5,4.3,1.9
91,18.2,9.1,9.1,18.2,13.6,10.9,7.3,6.4,2.7
